SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,WL_BIN,PTS_NORM
22023,1628991,22301107,2024-04-03,MEM @ MIL,W,37.0,14.0,26.0,0.54,2.0,7.0,0.29,5.0,6.0,0.83,0.0,3.0,3.0,4.0,3.0,1.0,0.0,2.0,35.0,19.0,1,1,0.78
22023,1628991,22301088,2024-04-01,MEM @ DET,W,34.0,13.0,23.0,0.56,2.0,3.0,0.67,12.0,14.0,0.86,2.0,5.0,7.0,3.0,3.0,2.0,3.0,2.0,40.0,-13.0,1,1,0.9
22023,1628991,22301075,2024-03-30,MEM @ ORL,L,26.0,1.0,9.0,0.11,0.0,3.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,-34.0,1,0,0.0
22023,1628991,22301055,2024-03-27,MEM vs. LAL,L,35.0,6.0,16.0,0.38,0.0,4.0,0.0,5.0,6.0,0.83,4.0,5.0,9.0,3.0,3.0,1.0,1.0,5.0,17.0,-26.0,1,0,0.32
22023,1628991,22301040,2024-03-25,MEM @ DEN,L,26.0,4.0,18.0,0.22,1.0,7.0,0.14,2.0,4.0,0.5,3.0,1.0,4.0,5.0,2.0,3.5,1.0,4.0,11.0,-22.0,1,0,0.18
22023,1628991,22301015,2024-03-22,MEM @ SAS,W,36.0,11.0,22.0,0.5,2.0,6.0,0.33,4.0,6.0,0.67,2.0,5.0,7.0,2.0,1.0,2.0,4.0,4.0,28.0,7.0,1,1,0.6
22023,1628991,22301001,2024-03-20,MEM @ GSW,L,31.0,13.0,21.0,0.62,1.0,4.0,0.25,1.0,2.0,0.5,1.0,3.0,4.0,3.0,1.0,0.0,2.0,4.0,28.0,-27.0,1,0,0.6
22023,1628991,22300989,2024-03-18,MEM @ SAC,L,39.0,8.0,27.0,0.3,1.0,6.0,0.17,8.0,9.0,0.89,1.0,1.0,2.0,4.0,1.0,3.5,4.0,6.0,25.0,-2.0,1,0,0.52
22023,1628991,22300972,2024-03-16,MEM vs. OKC,L,36.0,7.0,11.0,0.64,3.0,4.0,0.75,2.0,2.0,1.0,0.0,6.0,6.0,6.0,2.0,1.0,5.0,4.0,19.0,0.0,1,0,0.38
22023,1628991,22300931,2024-03-10,MEM @ OKC,L,28.0,4.0,10.0,0.4,3.0,5.0,0.6,5.0,8.0,0.62,1.0,1.0,2.0,2.0,0.0,1.0,4.0,3.0,16.0,-31.0,1,0,0.3
